Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Cycling,2019-08-20 15:03:04,false,"Washington Cycling","0.87","64","00:10:40","92","106","0.2","--","--","4.9","14.6","23","30","0.00","0.0","0.0","0.0","0.0","0.0","10:40","0:00","93.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-19 22:49:28,false,"Washington Cycling","0.91","57","00:07:03.7","104","122","0.4","--","--","7.7","19.2","20","66","0.00","0.0","0.0","0.0","0.0","0.0","7:03.7","0:00","87.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-18 21:53:39,false,"Washington Cycling","2.02","108","00:17:59","93","112","0.4","--","--","6.7","12.7","75","36","0.00","0.0","0.0","0.0","0.0","0.0","17:59","0:00","86.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-18 11:02:45,false,"Washington Cycling","1.05","65","00:10:27","94","110","0.3","--","--","6.1","20.4","20","46","0.00","0.0","0.0","0.0","0.0","0.0","10:27","0:00","93.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-18 04:18:44,false,"Washington Cycling","0.86","112","00:22:13","87","125","0.3","--","--","2.3","18.8","43","46","0.00","0.0","0.0","0.0","0.0","0.0","22:13","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-17 15:04:19,false,"Washington Cycling","0.48","54","00:06:27.8","105","128","0.5","--","--","4.5","17.1","49","3","0.00","0.0","0.0","0.0","0.0","0.0","6:27.8","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-17 00:55:05,false,"Washington Cycling","2.12","124","00:17:52","99","124","0.6","--","--","7.1","16.4","72","39","0.00","0.0","0.0","0.0","0.0","0.0","17:52","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-16 15:50:00,false,"Washington Cycling","1.90","113","00:12:19","111","130","0.8","--","--","9.2","16.9","46","56","0.00","0.0","0.0","0.0","0.0","0.0","12:19","0:00","87.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-14 21:14:07,false,"Washington Cycling","0.76","45","00:06:15.3","99","117","0.3","--","--","7.3","22.0","23","52","0.00","0.0","0.0","0.0","0.0","0.0","6:15.3","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-14 16:52:39,false,"Washington Cycling","1.01","33","00:06:53.3","84","98","0.1","--","--","8.8","16.9","59","26","0.00","0.0","0.0","0.0","0.0","0.0","6:53.3","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-12 18:47:32,false,"Washington Cycling","1.02","47","00:07:38.0","93","117","0.2","--","--","8.0","21.5","20","43","0.00","0.0","0.0","0.0","0.0","0.0","7:38.0","0:00","87.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-12 18:16:03,false,"Washington Cycling","0.84","62","00:07:17.1","106","128","0.5","--","--","6.9","18.5","59","7","0.00","0.0","0.0","0.0","0.0","0.0","7:17.1","0:00","77.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-11 03:54:02,false,"Washington Cycling","0.83","72","00:12:32","91","109","0.2","--","--","4.0","19.7","36","59","0.00","0.0","0.0","0.0","0.0","0.0","12:32","0:00","77.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-10 18:33:28,false,"Washington Cycling","1.07","57","00:06:19.9","109","131","0.5","--","--","10.2","26.5","36","20","0.00","0.0","0.0","0.0","0.0","0.0","6:19.9","0:00","80.6","0:00","No","00:00.00","1","0.0"
Running,2019-08-10 12:02:04,false,"Washington Running","3.12","464","00:35:02","137","158","2.7","151","173","11:13","8:32","190","148","0.95","0.0","0.0","0.0","0.0","0.0","35:02","0:00","82.4","0:00","No","01:12.28","4","0.0"
Cycling,2019-08-09 15:50:34,false,"Washington Cycling","1.99","64","00:10:11","94","112","0.2","--","--","11.7","19.6","49","69","0.00","0.0","0.0","0.0","0.0","0.0","10:11","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-09 02:28:47,false,"Washington Cycling","0.87","39","00:05:21.3","99","113","0.2","--","--","9.8","23.5","26","43","0.00","0.0","0.0","0.0","0.0","0.0","5:21.3","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-08 15:07:23,false,"Washington Cycling","1.03","25","00:06:11.0","79","94","0.0","--","--","10.0","23.1","56","13","0.00","0.0","0.0","0.0","0.0","0.0","6:11.0","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-08 00:09:44,false,"Washington Cycling","1.19","153","00:27:23","91","128","0.5","--","--","2.6","18.8","36","56","0.00","0.0","0.0","0.0","0.0","0.0","27:23","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-07 15:09:06,false,"Washington Cycling","0.91","55","00:06:52.7","103","127","0.3","--","--","7.9","16.3","43","26","0.00","0.0","0.0","0.0","0.0","0.0","6:52.7","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-07 00:39:18,false,"Washington Cycling","0.63","45","00:05:24.2","103","122","0.3","--","--","7.0","21.0","23","52","0.00","0.0","0.0","0.0","0.0","0.0","5:24.2","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-06 15:09:39,false,"Cycling","0.00","33","00:05:34.0","91","119","0.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","5:34.0","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-05 22:59:31,false,"Washington Cycling","1.91","94","00:14:24","97","118","0.3","--","--","8.0","15.5","62","36","0.00","0.0","0.0","0.0","0.0","0.0","14:24","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-05 15:54:28,false,"Washington Cycling","1.87","108","00:11:13","113","152","1.0","--","--","10.0","19.3","43","69","0.00","0.0","0.0","0.0","0.0","0.0","11:13","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-04 21:04:15,false,"Washington Cycling","2.34","108","00:17:21","95","112","0.3","--","--","8.1","15.0","69","46","0.00","0.0","0.0","0.0","0.0","0.0","17:21","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-04 15:53:17,false,"Washington Cycling","1.43","89","00:11:57","101","117","0.4","--","--","7.2","19.1","23","56","0.00","0.0","0.0","0.0","0.0","0.0","11:57","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-04 04:00:09,false,"Washington Cycling","0.88","100","00:14:35","98","118","0.3","--","--","3.6","20.2","39","49","0.00","0.0","0.0","0.0","0.0","0.0","14:35","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-03 19:01:08,false,"Washington Cycling","0.77","79","00:07:29.7","116","139","0.8","--","--","6.1","14.9","52","23","0.00","0.0","0.0","0.0","0.0","0.0","7:29.7","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-02 15:54:52,false,"Washington Cycling","1.57","71","00:10:40","96","116","0.3","--","--","8.8","19.3","33","49","0.00","0.0","0.0","0.0","0.0","0.0","10:40","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-01 23:38:08,false,"Washington Cycling","0.74","18","00:03:42.7","85","97","0.0","--","--","12.0","21.3","26","46","0.00","0.0","0.0","0.0","0.0","0.0","3:42.7","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-01 15:03:38,false,"Washington Cycling","1.02","46","00:06:21.8","98","126","0.3","--","--","9.6","17.9","46","36","0.00","0.0","0.0","0.0","0.0","0.0","6:21.8","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-08-01 00:36:37,false,"Washington Cycling","1.10","89","00:15:28","92","105","0.2","--","--","4.3","20.3","33","49","0.00","0.0","0.0","0.0","0.0","0.0","15:28","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-31 15:08:42,false,"Washington Cycling","1.03","49","00:06:04.6","103","120","0.3","--","--","10.1","22.4","52","20","0.00","0.0","0.0","0.0","0.0","0.0","6:04.6","0:00","77.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-31 01:45:55,false,"Washington Cycling","0.93","38","00:05:27.6","97","113","0.2","--","--","10.2","20.4","30","52","0.00","0.0","0.0","0.0","0.0","0.0","5:27.6","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-30 15:00:36,false,"Washington Cycling","1.02","35","00:06:53.0","86","101","0.1","--","--","8.9","22.6","62","26","0.00","0.0","0.0","0.0","0.0","0.0","6:53.0","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-29 22:36:38,false,"Washington Cycling","2.11","88","00:14:54","92","111","0.3","--","--","8.5","16.3","62","39","0.00","0.0","0.0","0.0","0.0","0.0","14:54","0:00","86.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-29 15:51:24,false,"Washington Cycling","1.47","68","00:10:36","94","114","0.3","--","--","8.3","16.5","33","59","0.00","0.0","0.0","0.0","0.0","0.0","10:36","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-28 22:03:27,false,"Washington Cycling","1.98","88","00:17:11","87","109","0.2","--","--","6.9","15.4","62","39","0.00","0.0","0.0","0.0","0.0","0.0","17:11","0:00","86.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-28 15:52:02,false,"Washington Cycling","2.05","94","00:10:50","108","137","0.7","--","--","11.3","19.2","46","66","0.00","0.0","0.0","0.0","0.0","0.0","10:50","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-28 04:21:50,false,"Washington Cycling","0.63","49","00:04:45.0","113","133","0.5","--","--","7.9","25.3","23","52","0.00","0.0","0.0","0.0","0.0","0.0","4:45.0","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-27 15:11:37,false,"Washington Cycling","0.42","23","00:03:24.3","97","114","0.1","--","--","7.3","13.4","20","3","0.00","0.0","0.0","0.0","0.0","0.0","3:24.3","0:00","87.8","0:00","No","00:00.00","1","0.0"
Running,2019-07-27 11:44:59,false,"Washington Running","2.26","317","00:23:21","135","148","2.6","155","163","10:21","8:56","167","102","1.00","0.0","0.0","0.0","0.0","0.0","23:21","0:00","87.8","0:00","No","02:51.30","3","0.0"
Cycling,2019-07-26 21:29:23,false,"Washington Cycling","2.29","79","00:17:35","83","107","0.2","--","--","7.8","15.9","52","43","0.00","0.0","0.0","0.0","0.0","0.0","17:35","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-26 15:53:25,false,"Washington Cycling","1.68","112","00:11:00","117","168","1.4","--","--","9.2","20.9","56","62","0.00","0.0","0.0","0.0","0.0","0.0","11:00","0:00","77.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-25 22:53:41,false,"Washington Cycling","2.15","112","00:17:20","95","127","0.5","--","--","7.5","16.2","69","39","0.00","0.0","0.0","0.0","0.0","0.0","17:20","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-25 15:52:25,false,"Washington Cycling","2.05","99","00:11:47","104","133","0.8","--","--","10.4","22.5","49","82","0.00","0.0","0.0","0.0","0.0","0.0","11:47","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-25 14:34:51,false,"Washington Cycling","0.76","74","00:13:38","88","116","0.3","--","--","3.3","12.4","66","20","0.00","0.0","0.0","0.0","0.0","0.0","13:38","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-25 13:59:25,false,"Washington Cycling","0.19","76","00:12:39","91","131","0.4","--","--","0.9","8.3","10","39","0.00","0.0","0.0","0.0","0.0","0.0","12:39","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-24 23:47:09,false,"Washington Cycling","0.99","51","00:05:20.6","110","124","0.5","--","--","11.1","18.8","30","56","0.00","0.0","0.0","0.0","0.0","0.0","5:20.6","0:00","78.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-24 18:24:54,false,"Washington Cycling","0.94","68","00:06:26.4","115","131","0.7","--","--","8.7","26.4","59","13","0.00","0.0","0.0","0.0","0.0","0.0","6:26.4","0:00","78.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-23 23:13:36,false,"Washington Cycling","2.23","105","00:16:05","96","121","0.4","--","--","8.3","17.1","66","43","0.00","0.0","0.0","0.0","0.0","0.0","16:05","0:00","77.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-23 15:55:19,false,"Washington Cycling","1.98","118","00:11:43","115","128","0.9","--","--","10.1","19.0","46","72","0.00","0.0","0.0","0.0","0.0","0.0","11:43","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-22 15:58:22,false,"Washington Cycling","0.88","58","00:08:37.0","96","130","0.3","--","--","6.1","19.5","43","30","0.00","0.0","0.0","0.0","0.0","0.0","8:37.0","0:00","82.4","0:00","No","00:00.00","1","0.0"
Running,2019-07-19 19:06:35,false,"Washington Running","2.12","286","00:19:12","144","160","3.0","164","179","9:03","7:44","154","128","1.08","0.0","0.0","0.0","0.0","0.0","19:12","0:00","89.6","0:00","No","00:51.99","3","0.0"
Cycling,2019-07-18 14:10:00,false,"Washington Cycling","1.49","100","00:15:13","96","126","0.4","--","--","5.9","13.8","49","108","0.00","0.0","0.0","0.0","0.0","0.0","15:13","0:00","86.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-18 12:15:51,false,"Washington Cycling","1.39","132","00:19:41","97","124","0.6","--","--","4.2","15.0","98","33","0.00","0.0","0.0","0.0","0.0","0.0","19:41","0:00","84.2","0:00","No","00:00.00","1","0.0"
Running,2019-07-17 19:54:34,false,"Washington Running","2.83","407","00:31:26","134","157","2.6","153","168","11:07","4:18","167","164","0.95","0.0","0.0","0.0","0.0","0.0","31:26","0:00","78.8","0:00","No","08:52.94","3","0.0"
Running,2019-07-16 17:33:52,false,"Washington Running","2.81","397","00:32:46","138","178","3.2","101","174","11:40","7:05","174","105","2.03","0.0","0.0","0.0","0.0","0.0","32:46","0:00","80.6","0:00","No","08:48.23","3","0.0"
Cycling,2019-07-15 23:06:47,false,"Washington Cycling","1.96","118","00:13:00","109","136","0.8","--","--","9.1","21.7","52","36","0.00","0.0","0.0","0.0","0.0","0.0","13:00","0:00","86.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-15 15:48:21,false,"Washington Cycling","1.81","135","00:09:48.1","136","163","2.1","--","--","11.1","20.0","39","72","0.00","0.0","0.0","0.0","0.0","0.0","9:48.1","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-14 21:49:16,false,"Washington Cycling","2.13","164","00:17:00","113","130","1.1","--","--","7.5","16.5","59","43","0.00","0.0","0.0","0.0","0.0","0.0","17:00","0:00","86.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-14 15:49:35,false,"Washington Cycling","1.34","62","00:06:25.8","110","131","0.6","--","--","12.5","22.3","30","36","0.00","0.0","0.0","0.0","0.0","0.0","6:25.8","0:00","93.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-14 01:10:09,false,"Washington Cycling","2.18","167","00:15:24","118","140","1.6","--","--","8.5","16.7","62","36","0.00","0.0","0.0","0.0","0.0","0.0","15:24","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-13 15:48:23,false,"Washington Cycling","1.65","124","00:11:20","119","135","1.2","--","--","8.7","19.2","52","79","0.00","0.0","0.0","0.0","0.0","0.0","11:20","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-12 22:59:38,false,"Washington Cycling","2.27","138","00:17:58","103","127","0.6","--","--","7.6","15.9","66","46","0.00","0.0","0.0","0.0","0.0","0.0","17:58","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-12 16:18:30,false,"Washington Cycling","1.64","86","00:10:10","107","131","0.5","--","--","9.7","19.6","49","75","0.00","0.0","0.0","0.0","0.0","0.0","10:10","0:00","82.4","0:00","No","00:00.00","1","0.0"
Running,2019-07-11 20:23:32,false,"Running","2.10","299","00:19:56","143","161","3.0","158","175","9:31","8:56","151","118","1.07","0.0","0.0","0.0","0.0","0.0","19:56","0:00","77.0","0:00","No","00:53.30","3","0.0"
Cycling,2019-07-11 15:19:44,false,"Washington Cycling","2.17","126","00:15:30","104","141","0.8","--","--","8.4","24.9","36","135","0.00","0.0","0.0","0.0","0.0","0.0","15:30","0:00","87.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-11 14:12:25,false,"Washington Cycling","2.39","229","00:30:05","104","140","1.4","--","--","4.8","17.7","151","30","0.00","0.0","0.0","0.0","0.0","0.0","30:05","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-10 18:27:58,false,"Washington Cycling","0.36","78","00:06:28.2","124","144","1.1","--","--","3.4","18.1","36","3","0.00","0.0","0.0","0.0","0.0","0.0","6:28.2","0:00","80.6","0:00","No","00:00.00","1","0.0"
Running,2019-07-10 15:35:27,false,"Running","1.12","165","00:10:58","142","151","2.4","160","174","9:45","9:06","82","43","1.03","0.0","0.0","0.0","0.0","0.0","10:58","0:00","86.0","0:00","No","01:09.82","2","0.0"
Running,2019-07-09 18:29:19,false,"Running","1.63","255","00:15:55","149","169","3.0","157","169","9:47","9:15","125","75","1.04","0.0","0.0","0.0","0.0","0.0","15:55","0:00","80.6","0:00","No","06:00.06","2","0.0"
Cycling,2019-07-09 08:31:31,false,"Washington Cycling","0.67","48","00:05:08.5","110","150","0.6","--","--","7.9","12.8","33","20","0.00","0.0","0.0","0.0","0.0","0.0","5:08.5","0:00","77.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-09 07:36:50,false,"Washington Cycling","1.17","58","00:08:32.0","95","122","0.4","--","--","8.2","16.3","16","56","0.00","0.0","0.0","0.0","0.0","0.0","8:32.0","0:00","78.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-08 12:21:17,false,"Washington Cycling","2.26","170","00:15:34","118","139","1.6","--","--","8.7","16.7","154","62","0.00","0.0","0.0","0.0","0.0","0.0","15:34","0:00","78.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-07 21:03:38,false,"Washington Cycling","0.74","131","00:14:45","108","147","0.8","--","--","3.0","15.6","46","20","0.00","0.0","0.0","0.0","0.0","0.0","14:45","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-07 15:57:20,false,"Washington Cycling","1.97","131","00:11:09","122","143","1.5","--","--","10.6","19.7","49","59","0.00","0.0","0.0","0.0","0.0","0.0","11:09","0:00","82.4","0:00","No","00:00.00","1","0.0"
Running,2019-07-07 13:16:03,false,"Running","2.08","312","00:19:57","147","170","3.1","162","177","9:35","8:59","157","115","1.04","0.0","0.0","0.0","0.0","0.0","19:57","0:00","87.8","0:00","No","00:45.82","3","0.0"
Cycling,2019-07-07 03:09:16,false,"Washington Cycling","0.82","24","00:04:19.9","87","115","0.1","--","--","11.4","22.1","23","46","0.00","0.0","0.0","0.0","0.0","0.0","4:19.9","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-06 14:54:33,false,"Washington Cycling","1.02","61","00:06:43.0","108","134","0.5","--","--","9.1","20.1","49","26","0.00","0.0","0.0","0.0","0.0","0.0","6:43.0","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-06 11:41:52,false,"Washington Cycling","1.52","78","00:10:11","102","127","0.4","--","--","9.0","18.0","30","49","0.00","0.0","0.0","0.0","0.0","0.0","10:11","0:00","89.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-06 10:18:57,false,"Washington Cycling","1.16","79","00:08:28.5","110","129","0.6","--","--","8.2","16.5","23","20","0.00","0.0","0.0","0.0","0.0","0.0","8:28.5","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-06 00:28:41,false,"Washington Cycling","2.22","111","00:14:55","100","120","0.5","--","--","8.9","17.8","72","39","0.00","0.0","0.0","0.0","0.0","0.0","14:55","0:00","86.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-05 15:51:16,false,"Washington Cycling","1.74","134","00:11:06","124","142","1.7","--","--","9.4","21.0","52","72","0.00","0.0","0.0","0.0","0.0","0.0","11:06","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-04 16:38:52,false,"Washington Cycling","0.71","51","00:04:14.6","123","131","0.7","--","--","10.0","16.3","26","20","0.00","0.0","0.0","0.0","0.0","0.0","4:14.6","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-04 15:11:34,false,"Washington Cycling","0.64","31","00:04:36.2","95","113","0.1","--","--","8.3","18.5","3","30","0.00","0.0","0.0","0.0","0.0","0.0","4:36.2","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-04 03:34:58,false,"Washington Cycling","0.64","23","00:03:03.2","100","112","0.1","--","--","12.6","20.2","23","36","0.00","0.0","0.0","0.0","0.0","0.0","3:03.2","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-03 18:27:57,false,"Washington Cycling","0.35","63","00:06:00.2","116","142","0.6","--","--","3.5","19.7","43","--","0.00","0.0","0.0","0.0","0.0","0.0","6:00.2","0:00","78.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-01 20:05:44,false,"Washington Cycling","0.98","49","00:08:23.9","90","111","0.1","--","--","7.0","20.6","26","49","0.00","0.0","0.0","0.0","0.0","0.0","8:23.9","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-07-01 19:52:19,false,"Washington Cycling","0.58","50","00:06:22.1","102","113","0.3","--","--","5.4","16.4","36","13","0.00","0.0","0.0","0.0","0.0","0.0","6:22.1","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-30 18:06:57,false,"Washington Cycling","0.54","40","00:04:31.1","107","119","0.3","--","--","7.2","14.9","33","3","0.00","0.0","0.0","0.0","0.0","0.0","4:31.1","0:00","93.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-30 16:43:41,false,"Washington Cycling","0.72","24","00:03:51.0","93","114","0.1","--","--","11.2","18.2","7","39","0.00","0.0","0.0","0.0","0.0","0.0","3:51.0","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-30 14:40:21,false,"Washington Cycling","3.12","194","00:25:38","104","123","0.6","--","--","7.3","19.7","102","72","0.00","0.0","0.0","0.0","0.0","0.0","25:38","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-30 12:50:40,false,"Washington Cycling","2.11","108","00:15:43","98","120","0.4","--","--","8.0","21.2","43","75","0.00","0.0","0.0","0.0","0.0","0.0","15:43","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-30 04:08:04,false,"Washington Cycling","0.99","44","00:05:25.4","102","126","0.3","--","--","11.0","19.3","20","52","0.00","0.0","0.0","0.0","0.0","0.0","5:25.4","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-29 18:26:54,false,"Washington Cycling","0.58","38","00:05:42.2","96","114","0.1","--","--","6.1","17.8","43","16","0.00","0.0","0.0","0.0","0.0","0.0","5:42.2","0:00","80.6","0:00","No","00:00.00","1","0.0"
Running,2019-06-29 15:10:39,false,"Washington Running","1.95","310","00:19:09","152","167","3.2","164","178","9:48","7:27","151","135","1.00","0.0","0.0","0.0","0.0","0.0","19:09","0:00","86.0","0:00","No","08:50.30","2","0.0"
Cycling,2019-06-29 00:34:01,false,"Washington Cycling","2.32","135","00:18:16","101","125","0.5","--","--","7.6","15.1","69","36","0.00","0.0","0.0","0.0","0.0","0.0","18:16","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-28 15:49:56,false,"Washington Cycling","1.79","109","00:12:36","107","140","0.6","--","--","8.5","19.0","49","79","0.00","0.0","0.0","0.0","0.0","0.0","12:36","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-27 20:25:56,false,"Washington Cycling","0.73","46","00:05:03.5","107","126","0.4","--","--","8.7","18.9","33","43","0.00","0.0","0.0","0.0","0.0","0.0","5:03.5","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-27 18:55:37,false,"Washington Cycling","0.10","52","00:05:29.5","109","139","0.6","--","--","1.1","13.3","20","--","0.00","0.0","0.0","0.0","0.0","0.0","5:29.5","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-27 13:20:17,false,"Washington Cycling","0.65","44","00:06:06.4","97","124","0.3","--","--","6.4","12.4","43","16","0.00","0.0","0.0","0.0","0.0","0.0","6:06.4","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-27 12:54:09,false,"Washington Cycling","0.17","30","00:04:09.8","97","125","0.2","--","--","2.4","13.6","13","46","0.00","0.0","0.0","0.0","0.0","0.0","4:09.8","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-26 21:41:06,false,"Washington Cycling","0.61","47","00:05:35.1","104","123","0.3","--","--","6.6","20.0","20","56","0.00","0.0","0.0","0.0","0.0","0.0","5:35.1","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-26 15:34:12,false,"Washington Cycling","0.67","63","00:07:00.9","108","134","0.5","--","--","5.7","12.5","36","13","0.00","0.0","0.0","0.0","0.0","0.0","7:00.9","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-25 12:16:04,false,"Washington Cycling","0.85","73","00:09:21.5","103","131","0.4","--","--","5.4","15.4","20","52","0.00","0.0","0.0","0.0","0.0","0.0","9:21.5","0:00","84.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-24 11:02:27,false,"Washington Cycling","1.56","104","00:14:01","101","122","0.6","--","--","6.7","14.3","49","23","0.00","0.0","0.0","0.0","0.0","0.0","14:01","0:00","89.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-24 08:02:52,false,"Washington Cycling","1.84","106","00:10:49","113","129","1.0","--","--","10.2","21.0","39","56","0.00","0.0","0.0","0.0","0.0","0.0","10:49","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-23 22:39:04,false,"Washington Cycling","2.17","59","00:14:22","80","99","0.1","--","--","9.1","15.9","59","30","0.00","0.0","0.0","0.0","0.0","0.0","14:22","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-23 15:59:33,false,"Washington Cycling","1.78","75","00:11:18","96","129","0.4","--","--","9.4","21.4","46","85","0.00","0.0","0.0","0.0","0.0","0.0","11:18","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-23 03:10:17,false,"Washington Cycling","0.83","116","00:13:43","108","136","0.7","--","--","3.6","22.8","30","13","0.00","0.0","0.0","0.0","0.0","0.0","13:43","0:00","73.4","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-22 15:56:53,false,"Washington Cycling","1.68","74","00:09:22.0","103","139","0.6","--","--","10.8","21.4","49","72","0.00","0.0","0.0","0.0","0.0","0.0","9:22.0","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-21 22:24:42,false,"Washington Cycling","1.38","128","00:17:19","102","141","0.8","--","--","4.8","13.5","49","26","0.00","0.0","0.0","0.0","0.0","0.0","17:19","0:00","78.8","0:00","No","00:00.00","1","0.0"
